{\rtf1\ansi\ansicpg1252\cocoartf2709
\cocoatextscaling0\cocoaplatform0{\fonttbl\f0\fmodern\fcharset0 Courier;}
{\colortbl;\red255\green255\blue255;\red0\green0\blue0;}
{\*\expandedcolortbl;;\cssrgb\c0\c0\c0;}
\margl1440\margr1440\vieww11520\viewh8400\viewkind0
\deftab720
\pard\pardeftab720\partightenfactor0

\f0\fs26 \cf0 \expnd0\expndtw0\kerning0
\outl0\strokewidth0 \strokec2 Zipcode,Income per capita,Median household income,Poverty, Median age,Median home value,Median monthly owner cost,Total Population,White Population,Black Population,American Indian Population,Asian Population,Hispanic Population,Population identifying as 2+ races,Percent of transit public transport\
58794,38376.0,60955.0,86.0,22.9,403800.0,-666666666.0,258.0,258.0,0.0,0.0,0.0,2.0,0.0,0.0\
58847,33556.0,81618.0,40.0,26.7,251000.0,-666666666.0,516.0,371.0,128.0,17.0,0.0,0.0,0.0,0.0\
58430,38843.0,67083.0,3.0,45.9,-666666666.0,1500.0,141.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0\
58472,33936.0,80250.0,20.0,37.1,155200.0,1148.0,465.0,460.0,0.0,5.0,0.0,2.0,0.0,0.0\
58523,44151.0,81886.0,113.0,45.0,196900.0,1551.0,3607.0,3419.0,0.0,94.0,2.0,109.0,0.0,7.0\
58301,32785.0,51589.0,1749.0,38.3,160000.0,1315.0,10221.0,8429.0,52.0,1068.0,161.0,347.0,478.0,83.0\
34951,27281.0,47965.0,1847.0,58.9,144700.0,1216.0,16896.0,13745.0,1684.0,0.0,869.0,1143.0,490.0,3.0\
34956,15357.0,43527.0,2001.0,34.4,85600.0,911.0,10195.0,4690.0,2041.0,469.0,94.0,5476.0,1430.0,2.0\
34972,18492.0,43851.0,3384.0,36.6,136100.0,1061.0,20132.0,15555.0,3123.0,14.0,162.0,6923.0,450.0,191.0\
34974,27710.0,46610.0,4067.0,49.7,105500.0,1048.0,24871.0,21414.0,525.0,684.0,328.0,3973.0,986.0,1.0\
34744,22694.0,53598.0,6712.0,37.3,226700.0,1475.0,60555.0,38687.0,5726.0,250.0,3255.0,36135.0,5323.0,125.0\
34753,17989.0,55933.0,943.0,33.2,165400.0,1160.0,6014.0,4350.0,1062.0,3.0,0.0,1902.0,514.0,3.0\
34787,38070.0,94038.0,6099.0,37.4,337000.0,2105.0,74842.0,52385.0,8952.0,246.0,5069.0,16966.0,6017.0,65.0\
34236,81767.0,80761.0,1534.0,66.6,697200.0,2842.0,13384.0,11716.0,736.0,30.0,297.0,926.0,519.0,203.0\
34292,47835.0,68765.0,974.0,69.2,321800.0,1638.0,15090.0,14400.0,112.0,10.0,193.0,279.0,152.0,0.0\
34420,22634.0,46383.0,2497.0,41.2,122100.0,1150.0,18592.0,16857.0,982.0,0.0,0.0,3044.0,512.0,0.0\
34452,24972.0,46216.0,1530.0,51.9,127200.0,856.0,12538.0,11933.0,141.0,23.0,227.0,666.0,179.0,19.0\
34470,23310.0,41166.0,3988.0,38.0,122500.0,1027.0,20000.0,15837.0,3155.0,7.0,214.0,1848.0,704.0,158.0\
34474,32956.0,51325.0,2178.0,44.3,147800.0,1472.0,17358.0,13741.0,1313.0,0.0,1217.0,3817.0,734.0,0.0\
34482,23611.0,52506.0,2880.0,47.7,166100.0,1156.0,23576.0,18478.0,4488.0,61.0,104.0,4344.0,363.0,0.0\
34602,28074.0,61549.0,1099.0,50.4,164100.0,1263.0,8320.0,6914.0,1037.0,12.0,19.0,685.0,287.0,0.0\
34606,24905.0,45125.0,5019.0,51.4,146700.0,1011.0,27014.0,24224.0,1060.0,88.0,141.0,4063.0,975.0,75.0\
34102,93912.0,95654.0,1378.0,62.1,1007100.0,3305.0,11930.0,9851.0,1290.0,8.0,68.0,988.0,650.0,30.0\
34113,37403.0,61682.0,2364.0,49.7,307700.0,1570.0,22573.0,17760.0,3319.0,1.0,436.0,6707.0,543.0,0.0\
34119,55388.0,94957.0,1761.0,52.9,481000.0,2140.0,31355.0,29486.0,207.0,8.0,515.0,4790.0,706.0,16.0\
34208,23113.0,50050.0,7472.0,36.2,204300.0,1471.0,43397.0,29631.0,8729.0,70.0,713.0,13889.0,2317.0,180.0\
97127,28054.0,77662.0,489.0,36.4,260700.0,1589.0,4222.0,3678.0,0.0,172.0,14.0,1169.0,114.0,51.0\
97031,38185.0,76434.0,623.0,39.6,430500.0,1931.0,18643.0,15638.0,94.0,72.0,220.0,5747.0,1748.0,66.0\
43158,27072.0,85179.0,0.0,42.2,78900.0,1250.0,347.0,281.0,0.0,0.0,0.0,0.0,66.0,0.0\
43162,32910.0,63889.0,495.0,46.2,151000.0,1183.0,7128.0,6936.0,2.0,0.0,0.0,136.0,186.0,0.0\
43164,27063.0,54053.0,257.0,34.9,125000.0,1096.0,2277.0,2200.0,13.0,0.0,15.0,15.0,34.0,3.0\
49760,32327.0,48750.0,143.0,54.2,114800.0,971.0,673.0,490.0,0.0,156.0,0.0,10.0,27.0,0.0\
49764,19470.0,43767.0,168.0,26.0,-666666666.0,-666666666.0,401.0,401.0,0.0,0.0,0.0,19.0,0.0,0.0\
49770,38490.0,62264.0,1204.0,44.2,223900.0,1365.0,17205.0,16075.0,120.0,276.0,99.0,308.0,572.0,37.0\
49783,28035.0,50152.0,2962.0,37.2,118200.0,985.0,19250.0,13815.0,380.0,2559.0,189.0,315.0,2160.0,21.0\
49788,13675.0,40221.0,1343.0,35.7,81000.0,892.0,6283.0,2628.0,1582.0,947.0,98.0,229.0,893.0,34.0\
49799,20508.0,39813.0,384.0,45.8,122200.0,934.0,2123.0,1974.0,0.0,50.0,12.0,14.0,87.0,0.0\
49022,21271.0,32299.0,10564.0,37.4,91300.0,950.0,30761.0,12890.0,16338.0,53.0,78.0,1791.0,996.0,163.0\
49028,26113.0,54709.0,955.0,38.9,109300.0,1013.0,5863.0,5570.0,14.0,17.0,5.0,426.0,185.0,4.0\
49796,44428.0,71250.0,19.0,53.5,200000.0,1263.0,321.0,318.0,2.0,0.0,0.0,3.0,1.0,0.0\
49718,20673.0,39922.0,273.0,41.2,143800.0,907.0,754.0,662.0,6.0,23.0,0.0,5.0,59.0,0.0\
49826,18053.0,-666666666.0,0.0,63.5,104800.0,-666666666.0,78.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0\
49839,28288.0,38679.0,23.0,70.8,149300.0,1688.0,366.0,331.0,19.0,6.0,4.0,6.0,6.0,0.0\
49852,33355.0,32250.0,24.0,45.0,66000.0,686.0,126.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0\
49854,28231.0,47182.0,970.0,53.8,108000.0,969.0,6196.0,5402.0,21.0,385.0,22.0,78.0,351.0,7.0\
49864,15765.0,27750.0,12.0,50.0,48500.0,900.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0\
49870,33084.0,52717.0,188.0,46.1,110800.0,950.0,3379.0,3327.0,5.0,0.0,0.0,22.0,28.0,0.0\
49885,28338.0,60357.0,255.0,49.4,158800.0,1223.0,1777.0,1705.0,9.0,15.0,17.0,9.0,31.0,0.0\
49891,21969.0,51339.0,50.0,52.9,115900.0,783.0,825.0,712.0,0.0,5.0,43.0,0.0,65.0,0.0\
49905,22336.0,71591.0,271.0,29.5,146900.0,1299.0,2416.0,2371.0,3.0,0.0,0.0,20.0,42.0,2.0\
49910,24961.0,32250.0,92.0,66.9,145500.0,995.0,315.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0\
49922,36697.0,45313.0,46.0,50.1,114200.0,858.0,640.0,634.0,0.0,0.0,0.0,0.0,0.0,0.0\
49963,27537.0,35318.0,167.0,28.3,71300.0,863.0,886.0,782.0,2.0,0.0,0.0,0.0,102.0,0.0\
49017,29002.0,47868.0,3010.0,44.5,109300.0,1058.0,20710.0,16532.0,2123.0,117.0,106.0,1360.0,1450.0,108.0\
49024,38434.0,69124.0,2509.0,36.5,181600.0,1447.0,29822.0,25258.0,1771.0,91.0,1161.0,1662.0,1094.0,237.0\
49046,36869.0,75870.0,303.0,50.5,189300.0,1369.0,7337.0,6917.0,96.0,38.0,0.0,78.0,286.0,0.0\
49053,33001.0,64420.0,782.0,39.8,165500.0,1383.0,7815.0,7177.0,210.0,15.0,69.0,233.0,322.0,4.0\
49065,30895.0,61694.0,548.0,41.1,165900.0,1332.0,6355.0,5848.0,45.0,27.0,42.0,323.0,287.0,12.0\
49071,36119.0,89301.0,745.0,39.1,193900.0,1457.0,11022.0,10361.0,16.0,5.0,175.0,398.0,432.0,0.0\
49072,27080.0,56629.0,208.0,38.8,138000.0,990.0,2726.0,2573.0,18.0,5.0,6.0,141.0,123.0,0.0\
49080,32925.0,67832.0,1224.0,43.0,163200.0,1212.0,15594.0,14847.0,106.0,98.0,47.0,490.0,449.0,11.0\
49083,44472.0,93872.0,308.0,44.2,223000.0,1486.0,8039.0,7659.0,34.0,1.0,93.0,132.0,230.0,0.0\
49746,24100.0,40848.0,525.0,54.8,110300.0,971.0,3387.0,3305.0,18.0,20.0,7.0,33.0,32.0,3.0\
49765,23882.0,43971.0,784.0,47.6,88400.0,890.0,4120.0,3837.0,23.0,11.0,9.0,77.0,220.0,6.0\
49766,28652.0,44219.0,282.0,53.4,94800.0,875.0,2218.0,2172.0,14.0,0.0,20.0,0.0,12.0,0.0\
10472,18518.0,36038.0,19786.0,32.6,516600.0,2831.0,67989.0,7903.0,17483.0,918.0,5982.0,42914.0,2824.0,15082.0\
6794,43571.0,58553.0,112.0,37.4,340100.0,2151.0,1037.0,777.0,33.0,0.0,33.0,196.0,134.0,0.0\
6779,41068.0,67284.0,204.0,45.1,200700.0,1830.0,7834.0,7400.0,45.0,0.0,11.0,908.0,270.0,0.0\
6787,38089.0,70674.0,491.0,43.0,223100.0,1851.0,7707.0,6959.0,54.0,0.0,184.0,605.0,485.0,14.0\
6790,33009.0,60841.0,3711.0,45.1,153600.0,1593.0,34192.0,30696.0,1282.0,54.0,860.0,3176.0,827.0,106.0\
6795,42688.0,72917.0,846.0,47.9,267300.0,2041.0,13733.0,12602.0,171.0,32.0,320.0,1002.0,339.0,69.0\
6811,45173.0,94030.0,1955.0,43.6,339400.0,2294.0,31887.0,23159.0,3115.0,44.0,1654.0,5096.0,1003.0,454.0\
6850,57029.0,101305.0,1290.0,40.8,439200.0,2745.0,19206.0,12585.0,2503.0,50.0,1492.0,4498.0,894.0,764.0\
6883,103578.0,207863.0,305.0,47.6,840700.0,4001.0,10278.0,8829.0,283.0,25.0,465.0,511.0,666.0,616.0\
6896,74449.0,135829.0,268.0,47.1,576800.0,3389.0,9070.0,8374.0,29.0,0.0,214.0,489.0,254.0,183.0\
6901,60125.0,68306.0,1248.0,34.6,367700.0,2290.0,7212.0,3907.0,1393.0,42.0,1447.0,1152.0,219.0,860.0\
6907,46898.0,81275.0,615.0,38.5,480100.0,2598.0,8244.0,6416.0,787.0,81.0,449.0,1724.0,135.0,612.0\
6417,47196.0,80495.0,133.0,47.0,291800.0,2035.0,4466.0,4265.0,107.0,0.0,32.0,218.0,46.0,23.0\
6443,62752.0,119777.0,463.0,50.1,424000.0,2606.0,18065.0,16890.0,59.0,16.0,417.0,535.0,671.0,237.0\
6451,33912.0,58357.0,2998.0,40.1,179500.0,1661.0,24153.0,16649.0,2667.0,33.0,294.0,8892.0,3069.0,283.0\
6455,45695.0,91384.0,174.0,51.0,297600.0,2160.0,2977.0,2906.0,0.0,0.0,38.0,41.0,33.0,0.0\
6460,52794.0,90653.0,1660.0,44.9,319100.0,2201.0,39185.0,33698.0,1315.0,39.0,2246.0,2513.0,1211.0,877.0\
6470,55490.0,126821.0,489.0,45.7,408300.0,2857.0,16359.0,14668.0,344.0,19.0,371.0,1176.0,542.0,81.0\
6472,48672.0,95455.0,195.0,47.8,319100.0,2233.0,7111.0,6838.0,22.0,0.0,133.0,148.0,97.0,0.0\
6480,47819.0,97754.0,648.0,42.9,240500.0,2035.0,9301.0,8764.0,61.0,0.0,70.0,400.0,322.0,0.0\
99754,20969.0,18889.0,11.0,54.3,50000.0,-666666666.0,52.0,0.0,0.0,50.0,0.0,0.0,2.0,0.0\
99039,27156.0,55769.0,18.0,47.6,117600.0,1047.0,135.0,114.0,0.0,1.0,6.0,1.0,14.0,0.0\
99144,23069.0,34583.0,0.0,63.8,-666666666.0,-666666666.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0\
99147,44209.0,70208.0,7.0,65.2,360300.0,1315.0,159.0,155.0,0.0,4.0,0.0,0.0,0.0,0.0\
99164,-666666666.0,-666666666.0,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0\
99174,26096.0,-666666666.0,6.0,38.5,102500.0,1125.0,48.0,43.0,4.0,0.0,1.0,8.0,0.0,0.0\
99333,45645.0,80804.0,6.0,58.5,510400.0,-666666666.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0\
99354,35166.0,71546.0,2783.0,33.8,247700.0,1455.0,23891.0,19891.0,627.0,107.0,964.0,3097.0,1097.0,135.0\
99510,68340.0,-666666666.0,13.0,48.8,-666666666.0,-666666666.0,1136.0,887.0,0.0,133.0,61.0,54.0,9.0,38.0\
99790,76300.0,-666666666.0,4.0,50.6,212500.0,-666666666.0,20.0,17.0,0.0,3.0,0.0,0.0,0.0,0.0\
99519,113042.0,-666666666.0,0.0,46.9,-666666666.0,-666666666.0,857.0,655.0,12.0,85.0,59.0,23.0,29.0,11.0\
99706,9743.0,-666666666.0,1.0,1.9,-666666666.0,-666666666.0,7.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0\
99734,101329.0,-666666666.0,4.0,49.7,-666666666.0,-666666666.0,586.0,491.0,2.0,43.0,10.0,38.0,26.0,5.0\
99836,22726.0,49688.0,11.0,38.2,97500.0,-666666666.0,74.0,57.0,0.0,0.0,0.0,4.0,17.0,0.0\
99508,29714.0,65430.0,6897.0,31.1,252400.0,2042.0,38042.0,15722.0,3106.0,5326.0,5151.0,4235.0,4012.0,473.0\
99540,56873.0,80938.0,0.0,49.0,347700.0,2056.0,301.0,282.0,10.0,9.0,0.0,0.0,0.0,0.0\
99556,30716.0,54152.0,267.0,49.5,190800.0,1475.0,2684.0,2366.0,0.0,115.0,26.0,93.0,155.0,5.0\
99559,29950.0,80698.0,1604.0,29.3,263700.0,2041.0,8036.0,1605.0,132.0,5536.0,198.0,324.0,475.0,0.0\
99561,10683.0,44375.0,75.0,24.0,47500.0,275.0,413.0,0.0,0.0,409.0,0.0,0.0,4.0,0.0\
99564,25424.0,58750.0,6.0,34.0,80000.0,-666666666.0,42.0,8.0,0.0,16.0,9.0,0.0,9.0,0.0\
99573,39975.0,63601.0,53.0,43.3,227800.0,1219.0,798.0,520.0,5.0,239.0,2.0,9.0,31.0,13.0\
99576,32967.0,72857.0,231.0,30.2,253300.0,2102.0,2384.0,578.0,25.0,1500.0,16.0,149.0,228.0,0.0\
99590,13855.0,30000.0,65.0,30.3,66000.0,-666666666.0,200.0,8.0,0.0,185.0,0.0,12.0,5.0,0.0\
99604,11991.0,30938.0,357.0,24.8,73100.0,560.0,875.0,52.0,4.0,762.0,0.0,41.0,16.0,0.0\
99702,27999.0,71655.0,19.0,23.1,-666666666.0,-666666666.0,3338.0,2783.0,101.0,66.0,57.0,541.0,282.0,0.0\
99743,41204.0,92969.0,70.0,42.9,255700.0,1531.0,1106.0,850.0,33.0,25.0,27.0,0.0,171.0,0.0\
99776,17138.0,53750.0,7.0,37.2,-666666666.0,1200.0,145.0,5.0,6.0,129.0,0.0,0.0,5.0,0.0\
99103,34962.0,80357.0,32.0,42.8,180800.0,1242.0,489.0,477.0,0.0,3.0,1.0,34.0,8.0,0.0\
99163,22345.0,33977.0,9699.0,22.5,287600.0,1843.0,36052.0,27443.0,947.0,112.0,4132.0,2724.0,2623.0,898.0\
99343,19961.0,55828.0,654.0,22.7,210700.0,1045.0,3037.0,2118.0,0.0,0.0,24.0,2102.0,264.0,0.0\
99003,35916.0,62477.0,274.0,51.3,310100.0,1519.0,4110.0,3935.0,0.0,0.0,35.0,84.0,124.0,0.0\
11768,70153.0,141815.0,1115.0,50.1,660800.0,3483.0,20903.0,19829.0,189.0,16.0,208.0,1458.0,626.0,833.0\
11772,41812.0,92249.0,3996.0,39.1,341200.0,2578.0,46311.0,40484.0,1808.0,53.0,1158.0,10395.0,1177.0,969.0\
11782,60019.0,125943.0,1022.0,43.5,470700.0,3081.0,15057.0,14183.0,113.0,0.0,244.0,628.0,399.0,419.0\
11784,36646.0,87658.0,1311.0,38.1,338900.0,2469.0,25014.0,20013.0,1158.0,13.0,1668.0,4041.0,1202.0,554.0\
11798,30535.0,84728.0,2144.0,38.4,332900.0,2543.0,15636.0,2535.0,9455.0,87.0,235.0,4318.0,1124.0,1368.0\
11932,78524.0,109402.0,48.0,50.5,1125000.0,2303.0,1099.0,807.0,228.0,0.0,47.0,177.0,16.0,33.0\
11935,69771.0,113569.0,121.0,56.5,636000.0,2943.0,3008.0,2910.0,16.0,0.0,0.0,142.0,61.0,121.0\
11001,48875.0,124949.0,867.0,43.9,595400.0,3339.0,26542.0,16888.0,1447.0,145.0,5687.0,3604.0,853.0,2493.0\
11024,50649.0,124837.0,618.0,30.1,1569300.0,4001.0,7869.0,6578.0,100.0,0.0,398.0,977.0,113.0,497.0\
11050,76837.0,134473.0,2432.0,42.2,854500.0,4001.0,30699.0,23613.0,403.0,68.0,3928.0,4370.0,768.0,3418.0\
11204,23088.0,54984.0,14794.0,34.6,911500.0,3221.0,75840.0,42054.0,808.0,465.0,25148.0,9042.0,2083.0,14460.0\
11218,36189.0,78249.0,11923.0,35.7,785600.0,2743.0,73280.0,43368.0,6706.0,308.0,14466.0,10630.0,4129.0,18676.0\
11223,28693.0,56908.0,14432.0,37.3,871000.0,3077.0,80500.0,44647.0,4289.0,90.0,20130.0,10787.0,3134.0,16305.0\
11224,24971.0,35776.0,12582.0,49.1,448400.0,2243.0,45587.0,25039.0,9402.0,26.0,3368.0,9256.0,2284.0,8106.0\
11373,24628.0,56835.0,10766.0,37.8,612700.0,2438.0,96495.0,15131.0,1702.0,655.0,47947.0,40303.0,3683.0,32381.0\
11030,117719.0,210380.0,554.0,47.3,1542000.0,4001.0,18450.0,14306.0,199.0,0.0,3086.0,1262.0,533.0,2294.0\
11967,39539.0,91139.0,2086.0,38.5,281500.0,2334.0,29130.0,24510.0,2161.0,20.0,1333.0,5457.0,756.0,313.0\
11977,57323.0,118036.0,56.0,49.7,781600.0,3000.0,2629.0,2338.0,13.0,0.0,178.0,164.0,12.0,115.0\
11762,54432.0,145321.0,751.0,43.5,497200.0,3178.0,22263.0,20612.0,43.0,0.0,590.0,1232.0,671.0,1169.0\
11776,41603.0,107145.0,1307.0,41.6,377800.0,2816.0,23578.0,20303.0,597.0,0.0,535.0,4598.0,1202.0,413.0\
11789,43288.0,110156.0,317.0,44.1,326100.0,2400.0,7496.0,6702.0,79.0,198.0,138.0,554.0,133.0,205.0\
11804,62465.0,146507.0,189.0,40.9,627800.0,3842.0,4639.0,3583.0,36.0,0.0,902.0,201.0,118.0,285.0\
11930,95750.0,130625.0,8.0,59.4,1585500.0,3500.0,618.0,584.0,2.0,0.0,0.0,71.0,4.0,0.0\
11941,52778.0,105469.0,95.0,49.1,482500.0,3044.0,1770.0,1676.0,36.0,0.0,0.0,210.0,52.0,9.0\
11962,70527.0,71250.0,38.0,57.8,2000001.0,3844.0,296.0,296.0,0.0,0.0,0.0,7.0,0.0,0.0\
11702,58321.0,120865.0,570.0,45.2,471500.0,3177.0,13963.0,13227.0,51.0,26.0,197.0,858.0,367.0,861.0\
11710,53983.0,142444.0,1202.0,42.4,509400.0,3328.0,35473.0,30205.0,949.0,30.0,1958.0,3507.0,1364.0,2615.0\
2482,92104.0,201548.0,370.0,43.8,1081300.0,4001.0,10814.0,8009.0,212.0,0.0,1765.0,583.0,648.0,545.0\
2539,37409.0,78419.0,257.0,45.2,830000.0,3076.0,4358.0,3779.0,53.0,21.0,29.0,89.0,348.0,13.0\
2558,35557.0,44767.0,453.0,55.6,307200.0,1621.0,1632.0,1255.0,163.0,0.0,9.0,0.0,0.0,0.0\
2645,39699.0,78823.0,379.0,55.8,447900.0,1881.0,9730.0,9084.0,223.0,0.0,14.0,185.0,269.0,2.0\
2648,47604.0,105721.0,205.0,50.4,397600.0,2070.0,6833.0,6624.0,166.0,0.0,0.0,191.0,43.0,59.0\
2652,64646.0,75049.0,47.0,60.0,662700.0,1635.0,710.0,710.0,0.0,0.0,0.0,0.0,0.0,0.0\
2667,44839.0,82696.0,400.0,57.2,544000.0,2184.0,3556.0,2977.0,93.0,0.0,21.0,266.0,429.0,10.0\
2672,58958.0,-666666666.0,0.0,47.9,869500.0,-666666666.0,261.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0\
6608,20591.0,37541.0,4152.0,31.3,167000.0,1968.0,14169.0,3468.0,4877.0,0.0,281.0,8705.0,1308.0,950.0\
6611,51655.0,129583.0,1259.0,42.5,400000.0,2943.0,35907.0,29505.0,1200.0,20.0,2368.0,3351.0,1509.0,770.0\
6702,12487.0,11663.0,1746.0,56.6,-666666666.0,1580.0,3043.0,1706.0,773.0,0.0,5.0,1437.0,64.0,58.0\
6750,53219.0,83167.0,40.0,55.2,266400.0,1866.0,936.0,901.0,21.0,0.0,12.0,38.0,1.0,0.0\
6752,74276.0,130270.0,68.0,54.7,510800.0,2618.0,1792.0,1665.0,76.0,0.0,8.0,58.0,39.0,49.0\
6756,58185.0,118452.0,189.0,43.3,333900.0,2167.0,2834.0,2579.0,3.0,0.0,31.0,74.0,169.0,26.0\
6770,35780.0,77605.0,2068.0,39.8,188000.0,1858.0,31396.0,24911.0,2690.0,14.0,742.0,3952.0,1787.0,185.0\
6783,73566.0,107500.0,90.0,53.2,595400.0,2682.0,2108.0,2030.0,0.0,0.0,56.0,56.0,22.0,29.0\
6791,49370.0,110652.0,104.0,47.7,301000.0,2093.0,5428.0,5272.0,85.0,0.0,27.0,74.0,24.0,0.0\
6512,33580.0,64017.0,3091.0,41.9,218700.0,1976.0,28682.0,21704.0,2040.0,0.0,1115.0,5743.0,1635.0,583.0\
6516,30103.0,64255.0,5698.0,35.0,196800.0,1911.0,54666.0,32863.0,10537.0,257.0,2179.0,14660.0,3590.0,1192.0\
6517,48329.0,85343.0,1064.0,41.8,239500.0,2280.0,14086.0,8637.0,3338.0,74.0,363.0,2034.0,1046.0,453.0\
6018,41325.0,62560.0,322.0,47.5,193800.0,1785.0,2982.0,2832.0,79.0,0.0,0.0,253.0,42.0,0.0\
6035,51186.0,98733.0,250.0,47.7,282000.0,1970.0,7977.0,7563.0,34.0,0.0,48.0,185.0,292.0,13.0\
6226,18682.0,35738.0,4972.0,29.8,148800.0,1609.0,19429.0,13369.0,1398.0,259.0,460.0,8543.0,1789.0,336.0\
6051,19624.0,36859.0,7574.0,31.1,157500.0,1552.0,30618.0,17647.0,4734.0,31.0,553.0,16399.0,3259.0,602.0\
6096,40361.0,72090.0,1009.0,43.3,195200.0,1646.0,12732.0,10254.0,712.0,8.0,1022.0,639.0,457.0,39.0\
6234,34062.0,76526.0,578.0,43.3,227200.0,1811.0,8311.0,7619.0,172.0,8.0,302.0,386.0,166.0,0.0\
6264,36873.0,77813.0,0.0,50.2,-666666666.0,2750.0,137.0,99.0,0.0,0.0,0.0,44.0,22.0,0.0\
6335,39726.0,96862.0,573.0,35.1,236600.0,1919.0,5954.0,5347.0,255.0,0.0,96.0,313.0,256.0,124.0\
6336,41240.0,203646.0,0.0,16.2,340500.0,2563.0,159.0,142.0,17.0,0.0,0.0,0.0,0.0,0.0\
6365,39112.0,87885.0,256.0,46.0,264100.0,1840.0,4644.0,4132.0,0.0,6.0,186.0,90.0,276.0,0.0\
6373,32526.0,-666666666.0,56.0,42.4,319600.0,1347.0,246.0,237.0,0.0,0.0,0.0,0.0,9.0,0.0\
6409,49828.0,68480.0,25.0,51.1,273600.0,2442.0,729.0,617.0,0.0,0.0,112.0,0.0,0.0,0.0\
6423,52851.0,96463.0,187.0,51.9,317300.0,1986.0,5439.0,5255.0,17.0,0.0,2.0,182.0,165.0,16.0\
6424,43410.0,95553.0,692.0,43.1,262100.0,2024.0,12674.0,11750.0,169.0,102.0,411.0,302.0,232.0,30.0\
6442,46648.0,105917.0,147.0,38.6,356700.0,2071.0,2374.0,2339.0,0.0,0.0,1.0,128.0,34.0,22.0\
6447,50947.0,113547.0,523.0,43.9,305500.0,2106.0,6351.0,6067.0,108.0,12.0,102.0,320.0,62.0,0.0\
6483,40038.0,80396.0,707.0,42.1,271100.0,2257.0,16469.0,15004.0,296.0,18.0,367.0,1674.0,409.0,102.0\
6704,23716.0,42218.0,6269.0,34.8,132100.0,1527.0,26209.0,13627.0,7469.0,111.0,213.0,11849.0,1882.0,592.0\
6705,26022.0,48417.0,4096.0,40.1,124900.0,1549.0,24910.0,14291.0,4588.0,71.0,825.0,8773.0,1744.0,399.0\
6710,21791.0,42514.0,2551.0,32.2,153100.0,1701.0,9740.0,5421.0,3092.0,8.0,72.0,3791.0,262.0,157.0\
6716,42098.0,96014.0,612.0,46.6,248100.0,1914.0,16611.0,15401.0,251.0,3.0,302.0,1326.0,253.0,43.0\
6010,36535.0,68485.0,6080.0,40.5,198600.0,1795.0,60039.0,48800.0,3580.0,244.0,1029.0,9894.0,4006.0,470.0\
6016,40796.0,102739.0,992.0,39.0,247900.0,2096.0,6769.0,5053.0,733.0,0.0,390.0,780.0,413.0,0.0\
6013,54684.0,129783.0,288.0,42.2,339000.0,2395.0,9678.0,9134.0,2.0,0.0,300.0,225.0,242.0,17.0\
6039,51328.0,77194.0,178.0,50.8,373900.0,2529.0,1678.0,1601.0,6.0,0.0,34.0,40.0,30.0,0.0\
6071,43326.0,106228.0,181.0,45.1,318200.0,2077.0,11019.0,9492.0,623.0,9.0,106.0,774.0,232.0,30.0\
6073,66562.0,145243.0,55.0,44.7,414700.0,2966.0,5756.0,5343.0,56.0,0.0,256.0,310.0,101.0,0.0\
6081,33859.0,73400.0,220.0,38.1,212300.0,1813.0,1810.0,1550.0,24.0,29.0,67.0,173.0,76.0,12.0\
6082,37046.0,83232.0,3115.0,39.8,191300.0,1696.0,43952.0,34836.0,3132.0,92.0,1328.0,4727.0,3238.0,113.0\
6098,37854.0,66494.0,1567.0,50.2,195500.0,1670.0,11895.0,10827.0,195.0,59.0,285.0,679.0,262.0,98.0\
6105,32084.0,32915.0,4818.0,33.8,302500.0,2212.0,19892.0,7222.0,6905.0,17.0,1121.0,5020.0,2591.0,1225.0\
6278,46613.0,85817.0,301.0,37.9,269100.0,2107.0,4396.0,4155.0,1.0,0.0,16.0,250.0,107.0,0.0\
6334,38450.0,89722.0,128.0,45.0,218300.0,1783.0,2509.0,2298.0,63.0,5.0,15.0,54.0,97.0,7.0\
6375,43303.0,92232.0,244.0,48.5,232600.0,1756.0,3615.0,3115.0,158.0,0.0,69.0,196.0,260.0,11.0\
6401,30222.0,53805.0,2744.0,42.3,217300.0,2048.0,18630.0,13473.0,2599.0,23.0,295.0,4045.0,1195.0,277.0\
6777,86406.0,114167.0,52.0,56.6,382400.0,2432.0,1369.0,1257.0,13.0,0.0,24.0,42.0,33.0,53.0\
6786,40260.0,76250.0,563.0,43.3,201000.0,1801.0,9646.0,8812.0,76.0,14.0,1.0,534.0,696.0,0.0\
16232,25823.0,48021.0,471.0,40.9,114000.0,1069.0,4199.0,4122.0,0.0,0.0,3.0,42.0,69.0,0.0\
16240,25318.0,49837.0,177.0,42.1,138700.0,986.0,1573.0,1558.0,12.0,0.0,3.0,0.0,0.0,0.0\
16244,22801.0,58971.0,25.0,38.1,69700.0,779.0,424.0,424.0,0.0,0.0,0.0,0.0,0.0,0.0\
